17,11,19,25,11,14,19,21,19,15,17,15,21,15,198,2106,1043,195,102,61,193,686,4506,9237,4335,1029,407,193,97,72,47,33,28,27,29,14,22,14,19,26,14,22,19,17,12,21,15,17,18,14,12,19,16,21,14,8,12,20,11,11,10,21,24,19,14,16,15,13,20,22,14,11,13,20,17,14,15,16,11,17,15,19,17,18,19,15,20,18,10,13,22,14,13,15,16,25,9,22,11,16,16,13,9,16,13,16,12,14,12,11,21,13,22,14,10,15,20,19,21,9,16,18,20,10,17,13,19,19
16,17,19,20,16,12,8,12,18,18,18,17,17,11,19,1394,1513,250,127,61,2325,15029,7298,1475,649,349,172,84,66,45,36,31,23,18,23,16,33,18,30,23,18,16,18,11,17,15,19,16,11,13,18,18,10,13,12,14,12,13,14,14,16,15,14,17,16,14,13,15,12,14,18,23,18,15,23,13,9,11,15,24,14,10,12,19,15,20,8,11,14,11,11,25,16,12,14,23,15,21,17,14,10,17,16,14,14,19,13,9,17,12,15,14,23,22,18,13,12,17,9,13,15,18,15,15,14,15,18,12
6,7,8,14,4,6,5,5,5,7,5,4,9,7,9,1556,1628,305,101,73,57,498,788,2234,2561,846,254,134,49,34,30,18,16,14,7,13,12,16,19,16,10,8,11,17,14,5,3,12,9,10,7,7,9,13,8,11,13,10,14,7,10,3,11,5,6,7,10,8,8,7,10,9,4,10,6,13,7,14,6,9,15,6,11,9,4,10,7,2,10,4,8,11,11,12,4,10,5,8,4,7,9,7,9,8,8,4,3,6,9,6,7,11,9,8,8,7,9,9,6,3,6,12,7,3,8,10,3,4
8,13,11,17,11,9,10,7,11,8,15,10,15,10,114,2016,1319,224,101,43,1356,5189,2039,604,302,137,74,58,52,33,32,25,16,13,16,15,18,19,16,18,20,19,16,14,12,11,13,19,14,16,8,10,12,20,8,10,10,15,6,12,7,11,10,12,12,12,14,18,15,15,10,9,17,11,8,13,13,11,13,11,12,8,10,17,13,16,9,10,8,17,3,14,12,11,7,12,7,7,10,12,14,8,6,7,7,8,14,3,12,11,11,7,13,11,10,14,11,10,22,13,13,5,12,11,15,11,17,15
5,3,4,5,7,10,5,7,4,2,9,12,10,5,660,2533,841,168,104,58,452,908,1133,852,319,99,60,41,17,12,13,14,7,8,11,15,7,12,15,14,7,12,11,8,13,7,12,5,7,8,8,8,5,7,7,10,7,11,5,3,8,11,7,4,9,5,4,4,5,11,6,6,8,6,6,6,6,2,5,6,7,4,6,5,6,12,5,5,4,10,4,6,7,3,6,5,5,8,3,8,10,7,8,7,6,5,6,9,10,7,14,7,11,5,8,4,7,8,14,6,5,3,6,7,7,7,8,3
7,8,7,4,13,5,6,4,15,7,6,4,5,5,10,3044,3633,595,224,108,91,784,1042,730,420,210,115,51,29,29,13,16,14,16,12,6,16,13,3,8,7,10,6,9,6,5,13,8,9,1,6,5,7,7,5,4,13,3,9,11,7,2,8,6,7,7,5,7,9,5,6,8,5,3,13,6,5,8,9,6,10,7,10,8,8,9,13,4,8,6,5,8,5,7,6,5,7,8,6,5,6,12,3,9,7,6,4,5,3,3,7,5,5,5,5,6,3,3,10,4,7,4,7,5,9,5,5,8
5,5,6,7,9,6,2,7,7,5,2,6,10,11,11,1204,1305,219,80,48,64,415,4597,8250,3215,714,329,191,87,54,33,26,18,18,20,7,17,9,21,18,13,17,8,10,11,7,8,4,6,3,4,14,8,4,7,3,10,8,10,9,9,4,8,5,10,7,5,6,11,9,6,10,9,10,11,4,3,8,8,5,6,7,4,11,9,10,7,6,13,5,7,6,11,18,9,6,13,4,6,7,6,7,4,9,8,11,9,10,5,6,7,5,5,8,9,10,4,10,9,9,9,9,8,6,9,8,9,6
2,6,9,7,5,5,4,8,2,9,5,14,0,2,304,3015,1673,261,114,67,1649,3179,1017,472,276,153,60,56,33,28,15,22,16,12,11,14,14,16,13,15,14,9,6,9,3,8,9,9,10,8,8,8,16,10,6,10,5,10,12,7,6,12,6,6,2,3,7,14,10,14,8,7,6,7,8,13,4,16,12,9,10,7,9,10,6,11,3,11,5,3,7,4,7,10,6,9,7,9,5,5,9,6,6,7,7,7,8,4,12,5,10,4,2,7,6,11,8,8,7,3,3,10,6,10,6,5,12,4
8,6,7,6,10,5,9,1,8,9,8,9,8,5,189,1531,790,148,79,51,168,4069,16983,10308,2126,814,375,193,79,59,44,34,17,8,17,14,17,13,14,14,14,10,8,9,7,9,7,7,5,5,7,9,6,10,7,11,10,7,6,3,3,12,5,8,9,3,7,8,8,4,2,10,11,7,6,8,5,7,9,3,2,6,4,6,10,15,6,14,8,6,6,7,7,6,6,6,6,7,5,9,4,4,10,4,8,4,10,10,8,5,7,11,4,7,4,9,8,6,9,8,7,9,6,6,10,7,6,7
11,11,4,12,13,13,3,17,6,16,15,14,12,6,22,1476,1695,302,101,75,1519,5782,2301,697,358,153,103,62,44,40,18,18,26,19,20,19,8,29,14,11,18,15,14,10,15,15,11,14,8,10,20,8,8,15,16,12,10,12,9,11,10,18,15,8,8,9,18,11,6,9,16,13,9,13,11,11,11,13,9,6,12,11,8,11,11,16,12,11,6,7,10,8,14,5,13,19,10,13,12,16,5,4,16,9,5,12,7,9,11,7,9,7,17,9,18,9,12,9,16,14,11,6,7,11,12,11,15,6
9,6,11,4,6,7,5,6,10,4,6,12,7,10,16,1306,1358,237,105,38,63,471,2755,5022,1898,485,205,100,59,37,27,17,19,16,12,14,25,17,14,15,14,12,11,14,11,15,10,6,5,4,8,9,6,9,8,8,14,11,9,10,8,5,7,7,10,7,8,9,12,8,9,6,6,8,6,7,6,5,10,9,7,7,4,9,8,10,9,6,6,8,12,7,8,1,5,7,9,5,6,6,9,4,7,5,3,6,4,6,6,17,6,8,10,11,6,4,10,4,10,2,8,7,9,4,10,11,10,4
6,5,2,5,4,7,10,10,6,7,2,8,6,8,204,3215,1929,311,134,56,898,2208,903,462,243,144,70,33,26,30,16,15,14,12,12,22,13,17,11,5,12,9,6,7,9,8,10,8,12,4,6,3,6,10,6,14,4,7,8,12,8,8,7,9,10,10,12,11,5,10,4,6,9,1,9,11,4,7,9,7,7,6,6,6,3,6,6,11,7,7,12,11,10,8,2,3,6,3,1,9,6,5,12,10,3,8,8,5,8,11,6,9,7,4,9,6,11,2,9,7,6,7,7,9,5,5,4,12
5,6,8,8,6,6,6,13,7,6,8,7,4,12,896,3510,1119,244,109,74,557,1024,545,312,198,171,125,47,26,24,9,9,16,15,7,9,11,9,5,7,14,10,5,13,2,11,4,4,8,7,4,9,7,12,12,8,10,2,12,7,7,7,9,6,6,4,14,6,3,6,5,11,1,8,5,13,7,9,4,4,7,6,6,7,5,5,7,8,11,8,5,6,6,6,11,11,6,6,3,11,9,4,9,9,7,5,7,4,4,9,6,5,6,3,8,5,6,4,2,6,3,4,5,7,7,5,4,7
15,18,8,13,16,13,11,13,14,10,21,9,8,11,12,1149,1469,271,110,53,58,1157,4779,2723,610,296,156,76,49,34,33,24,13,16,20,14,19,10,13,18,21,11,9,17,16,13,15,11,16,13,11,4,13,9,11,9,14,17,11,15,10,14,10,17,11,14,9,11,9,14,10,11,13,8,12,10,7,15,13,19,15,11,13,12,13,12,8,10,13,11,11,15,8,12,15,10,12,12,15,7,7,16,5,9,10,14,8,9,12,11,7,9,12,14,14,9,10,12,9,13,9,7,10,10,8,10,11,6
5,7,4,13,6,4,3,1,7,7,3,6,8,6,7,4327,5299,869,308,159,121,604,692,360,288,642,621,286,91,42,29,25,21,13,10,9,10,9,5,11,8,10,11,10,8,10,8,11,7,7,7,7,7,2,6,4,3,8,10,6,12,7,7,6,8,10,7,3,5,11,6,5,9,8,6,2,13,1,6,9,2,7,5,12,4,7,7,6,3,7,8,4,12,3,6,8,10,7,6,4,7,9,3,6,6,8,6,4,12,8,5,8,8,3,4,6,3,15,7,4,9,5,6,4,11,3,3,3
9,7,5,9,4,8,11,8,5,8,1,8,9,9,121,1288,673,103,69,34,1628,20751,16482,3163,1098,497,245,138,72,39,25,18,15,9,19,8,9,12,15,19,10,18,6,4,9,7,7,10,5,7,6,8,10,8,5,4,4,5,9,3,9,5,7,13,2,10,7,9,6,9,4,9,10,4,16,3,7,8,12,6,6,8,7,5,4,10,5,9,8,4,7,7,3,13,9,9,6,7,8,4,10,5,6,2,5,7,8,2,7,4,9,7,7,9,6,9,6,4,8,9,4,9,9,5,7,9,10,4
7,12,7,13,4,10,6,6,7,8,5,5,5,6,437,5413,2895,496,213,115,300,751,558,276,413,554,353,113,50,22,12,16,15,19,16,15,16,8,8,14,9,14,14,14,12,4,5,7,8,7,7,4,7,9,11,7,5,2,6,11,5,10,11,3,6,6,3,11,4,3,4,6,5,6,9,8,7,10,3,11,6,9,9,5,8,8,9,4,8,7,11,10,4,4,2,7,10,5,6,8,4,5,15,4,2,5,4,5,9,10,6,5,8,3,9,8,6,4,7,6,5,4,5,4,12,9,6,10
10,12,12,8,7,9,10,10,14,14,9,13,10,12,12,1027,1160,199,93,53,65,7445,17685,6320,1382,593,265,157,91,70,49,29,28,26,22,24,21,18,23,23,20,20,22,18,22,19,10,12,7,12,10,19,12,25,15,20,21,11,19,7,14,17,20,15,13,16,14,5,15,16,10,10,9,14,12,8,10,22,13,17,11,18,16,17,13,11,9,16,18,19,18,15,13,9,7,17,12,11,13,16,15,13,11,10,16,11,19,14,10,11,12,11,8,13,12,16,12,15,9,8,12,9,10,13,9,6,14,11
5,2,9,5,11,6,9,4,6,5,5,6,6,8,10,2352,2913,495,224,103,159,1026,1162,599,268,201,112,77,42,21,14,16,16,15,11,9,4,11,8,12,14,9,14,14,5,14,11,11,14,11,6,6,7,7,11,9,5,6,8,7,3,8,6,6,1,4,7,7,5,5,10,9,7,4,9,9,9,8,8,7,7,9,9,13,6,8,7,3,3,9,5,4,15,12,9,14,7,10,8,4,6,6,3,11,3,3,6,7,0,7,5,6,2,6,11,6,9,7,4,5,11,6,8,3,8,6,10,9
6,4,6,5,6,6,4,9,9,6,9,10,4,8,110,2067,1262,201,84,50,168,1592,2842,1061,337,153,50,46,35,20,18,13,22,15,15,18,16,12,12,13,11,11,7,13,9,11,8,9,9,11,4,8,12,3,12,9,9,11,9,9,4,10,8,4,7,8,6,11,11,7,8,7,11,4,5,7,7,17,10,10,6,4,9,9,8,7,6,8,4,9,8,6,6,14,7,3,8,12,10,8,9,6,9,7,10,3,4,8,4,7,9,4,3,6,9,8,3,7,5,6,4,8,2,8,5,4,8,5
7,3,3,2,2,4,5,3,8,5,6,3,7,6,706,2698,792,189,88,59,474,826,488,595,688,304,111,69,40,10,19,13,8,11,9,15,11,3,11,7,7,17,11,8,11,7,9,9,10,5,11,6,5,10,12,8,6,11,11,2,8,3,6,5,5,7,9,9,4,3,7,6,5,12,5,7,6,6,9,9,8,9,5,8,3,7,6,2,10,4,4,9,3,6,6,3,5,6,7,5,7,9,3,9,6,7,7,3,8,11,5,9,9,6,10,9,6,11,8,9,6,5,8,7,6,8,8,4
11,6,4,6,4,4,5,5,6,7,5,5,2,11,15,1521,1671,307,122,73,85,2530,4525,1432,497,288,141,74,46,26,17,18,18,12,10,8,9,9,5,11,7,7,4,11,11,7,6,7,8,8,9,9,7,12,10,7,7,10,2,9,9,5,7,5,6,6,4,6,3,11,6,6,6,6,5,9,8,6,4,7,7,4,11,2,10,10,5,5,6,4,5,7,5,1,7,6,4,3,4,5,10,3,7,10,3,4,10,5,4,6,9,10,4,10,5,7,3,7,7,5,7,10,16,7,5,9,5,7
4,5,7,10,6,5,5,7,7,3,6,3,6,5,13,2265,2558,409,165,80,83,435,561,747,2812,2358,814,249,112,67,43,22,17,13,15,12,6,9,8,7,9,11,15,11,11,7,9,11,14,10,9,6,8,7,5,8,6,6,6,6,5,6,7,6,5,9,5,10,8,7,12,6,5,5,4,9,5,6,7,4,8,8,6,3,6,5,3,10,5,7,8,4,6,9,9,5,4,8,5,7,6,6,8,12,4,9,8,7,5,6,8,3,4,2,13,7,4,9,9,5,8,8,3,6,6,9,8,10
12,4,9,12,4,6,8,7,4,5,7,8,10,9,153,1449,753,142,68,33,6638,22544,8126,1789,801,359,194,92,60,39,24,17,19,20,15,13,20,20,17,15,12,16,14,9,9,7,6,14,11,12,12,5,3,13,9,7,5,5,4,7,2,12,8,8,6,8,8,9,5,4,8,15,7,7,10,5,8,5,7,8,8,6,8,9,12,5,13,3,5,8,10,6,6,11,4,6,14,8,6,10,5,6,7,6,7,8,8,6,5,8,8,8,6,4,7,8,7,11,8,8,5,7,8,8,10,6,3,11
19,14,16,18,9,18,22,22,14,17,19,16,12,21,308,3147,1639,289,167,88,259,647,545,1464,2397,1207,314,127,69,52,27,30,21,22,19,26,27,16,18,23,29,21,20,23,15,13,17,22,16,25,25,18,15,16,19,15,18,22,17,27,14,10,13,18,27,24,16,14,17,20,10,13,10,14,28,18,13,14,16,21,19,17,16,23,16,12,22,13,17,17,12,12,19,14,15,9,21,16,22,11,14,18,16,16,14,17,6,10,15,13,16,16,15,20,11,21,11,13,8,14,19,13,16,10,17,20,9,19
6,2,10,10,4,5,7,5,8,5,4,6,9,3,9,1040,1296,220,78,42,320,13078,13152,2560,925,399,216,96,71,48,22,22,16,23,7,10,15,16,14,24,10,11,16,8,4,5,6,5,4,7,5,6,12,11,4,2,4,6,10,11,4,9,8,8,5,10,7,8,6,6,7,4,12,8,9,9,9,10,6,3,11,6,7,8,3,8,7,8,11,4,6,8,5,7,6,3,10,1,8,4,6,9,11,6,5,5,5,7,4,5,5,5,7,3,7,5,8,3,6,6,4,5,4,3,7,8,7,7
5,4,3,6,6,6,6,5,5,8,7,8,5,11,16,1959,2383,379,156,78,120,823,903,531,470,404,201,60,40,30,21,16,20,13,11,14,16,14,16,11,10,8,14,10,12,12,10,13,6,4,11,5,3,11,10,6,2,8,4,6,10,4,8,5,5,10,2,13,11,13,6,6,5,5,6,7,10,4,8,8,13,10,5,3,6,7,6,4,6,4,6,8,3,6,7,11,5,12,6,6,7,7,7,6,7,5,8,7,5,5,5,8,6,8,7,5,1,7,7,7,11,3,10,3,9,10,5,11
7,14,14,9,17,5,8,12,10,12,8,14,8,12,123,2660,1715,306,146,67,208,2212,2081,595,309,162,79,47,33,26,20,23,25,22,23,22,13,21,24,16,20,14,9,12,19,15,18,10,10,9,13,13,9,14,5,8,11,13,7,11,20,14,17,16,8,13,13,13,10,7,13,10,11,11,11,12,8,17,12,18,8,10,6,14,9,8,7,10,8,10,8,14,13,17,9,13,14,8,8,11,5,7,10,14,12,18,5,7,11,11,11,11,9,15,11,12,6,10,7,11,10,20,10,10,5,10,9,12
6,6,7,7,5,5,6,8,9,5,3,9,2,4,653,2306,681,162,88,57,390,696,1220,1750,857,218,107,56,42,20,17,17,10,6,12,9,16,13,6,11,7,10,8,13,12,13,5,4,9,9,9,7,5,6,6,15,9,14,9,5,2,5,6,5,7,5,4,11,7,7,8,10,11,7,6,8,8,17,11,8,11,9,4,7,4,7,14,4,3,3,6,8,6,4,8,9,4,4,7,6,6,6,3,7,7,6,5,4,3,13,3,11,4,7,5,9,10,4,7,8,6,4,5,5,5,6,5,7
6,6,5,4,5,8,4,3,5,8,4,2,3,7,11,2410,2683,478,172,91,137,2442,2418,754,397,208,124,51,46,24,26,27,9,12,17,15,12,12,13,14,16,12,9,12,9,11,6,16,7,9,4,6,5,13,11,9,6,4,3,6,11,6,11,7,7,10,5,5,8,9,9,7,5,6,7,9,10,6,4,11,6,4,10,4,4,10,8,4,8,5,7,8,5,5,13,6,5,4,4,9,7,5,5,7,4,10,3,6,5,10,8,10,12,5,11,6,7,9,6,9,7,4,3,6,4,11,2,5
5,6,7,7,7,5,11,2,8,9,5,4,10,5,16,1456,1617,259,115,41,63,401,1133,6627,6734,2023,620,270,135,79,41,32,32,16,13,12,12,12,13,15,9,9,15,5,14,10,7,6,6,5,11,9,3,11,6,8,7,12,8,8,10,7,10,11,9,9,10,5,9,5,8,6,10,6,8,9,10,4,8,13,7,8,7,6,3,7,6,9,2,11,9,4,5,8,8,4,9,7,15,7,8,12,7,8,5,13,6,5,9,12,15,10,7,7,5,6,6,5,7,8,14,7,8,7,6,5,9,10
8,2,8,5,7,5,7,3,11,7,6,9,3,7,176,1827,949,172,84,43,7236,12828,3040,943,451,212,125,72,43,29,14,22,19,13,10,11,15,21,11,12,8,8,7,9,7,9,10,5,10,7,4,4,5,8,5,10,6,10,5,7,12,7,9,8,10,0,9,7,4,7,6,10,4,5,8,7,11,6,6,5,3,6,10,3,5,12,3,8,8,6,10,8,4,4,5,3,8,10,5,6,7,8,5,8,10,8,6,6,11,7,5,4,7,9,5,4,12,9,4,8,7,6,7,6,8,5,3,4
14,12,11,18,22,16,9,16,17,18,13,10,12,13,204,2030,1129,205,104,63,195,600,2878,6437,3145,752,291,152,79,56,42,26,35,27,25,17,14,11,13,19,23,23,18,30,20,14,22,23,17,22,21,23,22,21,18,17,15,12,17,24,15,12,15,12,14,9,17,11,18,21,11,14,17,12,16,17,17,19,16,14,11,22,19,8,13,17,17,11,17,17,19,21,21,22,20,16,10,18,15,20,15,15,21,10,13,15,15,13,21,15,13,18,17,16,16,13,17,17,14,17,8,16,19,14,19,21,17,22
